seqid	start	stop	tir1	tir2	tsd1	tsd2	sim
NW_68328.1;;0	3175	5908	47	43	4	4	100.00
NW_68328.1;;0	21001	23659	52	49	3	3	100.00
NW_68328.1;;0	45468	49442	62	52	10	10	100.00
NW_68328.1;;0	141842	143328	38	40	2	2	82.50
NW_68328.1;;0	185117	190008	30	28	2	2	100.00
NW_68328.1;;0	224042	229063	56	54	2	2	100.00
NW_68328.1;;0	273787	274081	37	37	3	3	100.00
NW_68328.1;;0	285190	285987	38	37	2	2	100.00
NW_68328.1;;0	323510	324825	78	78	2	2	97.47
NW_68328.1;;0	331815	334124	34	33	2	2	97.06
NW_68328.1;;0	344468	345484	23	21	2	2	100.00
NW_68328.1;;0	377455	380867	19	20	2	2	94.74
NW_68328.1;;0	388048	392200	44	38	4	4	93.02
NW_68329.1;;0	3887	6018	27	18	9	9	100.00
NW_68329.1;;0	10130	13875	21	23	5	5	100.00
NW_68329.1;;0	14176	17549	34	33	2	2	100.00
NW_68329.1;;0	35308	39174	68	69	2	2	100.00
NW_68329.1;;0	50282	51715	102	99	3	3	84.16
NW_68329.1;;0	53701	56040	24	24	2	2	100.00
NW_68329.1;;0	72497	75299	31	29	3	3	100.00
NW_68329.1;;0	88807	91648	30	38	2	2	100.00
NW_68329.1;;0	95615	95937	63	64	3	3	80.00
NW_68329.1;;0	103959	105678	28	31	2	2	96.30
NW_68329.1;;0	127076	130472	32	30	2	2	100.00
NW_68329.1;;0	145903	149850	48	46	2	2	100.00
NW_68329.1;;0	168865	168967	98	97	3	3	91.84
NW_68329.1;;0	177708	181527	42	39	3	3	100.00
NW_68329.1;;0	194550	199202	34	26	8	8	100.00
NW_68329.1;;0	223509	226587	39	31	8	8	100.00
NW_68329.1;;0	244236	248096	29	30	2	2	100.00
NW_68329.1;;0	254656	255897	94	89	2	2	93.55
NW_68329.1;;0	256984	258010	98	95	2	2	96.91
NW_68329.1;;0	258370	258612	27	26	2	2	100.00
NW_68329.1;;0	263071	264792	65	64	2	2	96.92
NW_68329.1;;0	276417	277617	52	55	2	2	100.00
NW_68329.1;;0	313420	313823	61	65	4	4	86.15
NW_68329.1;;0	326585	326919	333	333	2	2	98.20
NW_68329.1;;0	350849	351987	30	28	2	2	100.00
NW_68329.1;;0	365350	366131	48	49	2	2	91.84
NW_68329.1;;0	397022	398306	40	38	2	2	100.00
NW_68330.1;;0	2692	7656	29	28	2	2	100.00
NW_68330.1;;0	36280	39414	62	60	2	2	100.00
NW_68330.1;;0	53158	55506	42	41	2	2	100.00
NW_68330.1;;0	68474	68811	30	29	2	2	100.00
NW_68330.1;;0	85624	88280	34	44	2	2	100.00
NW_68330.1;;0	91185	96181	159	160	2	2	91.93
NW_68330.1;;0	103805	108795	20	12	8	8	100.00
NW_68330.1;;0	113609	118399	69	70	2	2	100.00
NW_68330.1;;0	119520	119601	76	79	3	3	97.44
NW_68330.1;;0	133529	136971	23	25	2	2	100.00
NW_68330.1;;0	147320	150700	87	82	2	2	94.19
NW_68330.1;;0	153690	155018	36	34	2	2	100.00
NW_68330.1;;0	161143	161229	87	87	2	2	97.67
NW_68330.1;;0	167664	168670	56	53	3	3	100.00
NW_68330.1;;0	220908	220965	52	55	3	3	98.15
NW_68330.1;;0	231815	232090	22	22	2	2	100.00
NW_68330.1;;0	269990	270504	22	20	2	2	100.00
NW_68330.1;;0	300925	301071	62	60	2	2	98.36
NW_68330.1;;0	317801	319257	42	44	2	2	100.00
NW_68330.1;;0	319474	322533	20	20	4	4	100.00
NW_68330.1;;0	339699	339788	81	83	3	3	97.56
NW_68330.1;;0	351808	353315	33	29	2	2	90.62
NW_68330.1;;0	360857	365220	19	23	2	2	90.00
NW_68330.1;;0	370051	370166	112	115	2	2	98.25
NW_68330.1;;0	371132	371990	65	74	2	2	84.38
NW_68330.1;;0	374941	376002	121	117	2	2	89.17
NW_68330.1;;0	387616	389898	28	19	9	9	100.00
NW_68330.1;;0	421293	422516	86	79	2	2	80.00
NW_68330.1;;0	423400	427118	62	60	3	3	100.00
NW_68330.1;;0	460214	461474	66	66	5	5	98.48
NW_68330.1;;0	468755	469989	155	155	2	2	90.26
NW_68330.1;;0	471971	472141	53	46	3	3	90.38
NW_68331.1;;0	4450	6266	97	95	2	2	100.00
NW_68331.1;;0	10703	12524	58	56	2	2	100.00
NW_68331.1;;0	26708	30040	42	40	2	2	100.00
NW_68331.1;;0	40514	43585	193	199	2	2	95.90
NW_68331.1;;0	46059	48678	20	18	4	4	100.00
NW_68331.1;;0	62604	63372	29	25	2	2	96.43
NW_68332.1;;0	5944	7588	22	19	3	3	100.00
NW_68332.1;;0	14096	15024	65	60	5	5	96.88
NW_68333.1;;0	1277	2360	51	49	3	3	92.16
NW_68333.1;;0	9507	10746	138	132	2	2	86.13
NW_68333.1;;0	18037	18506	54	51	3	3	100.00
NW_68333.1;;0	36601	37146	70	68	3	3	92.75
NW_68333.1;;0	39103	39177	69	70	2	2	92.65
NW_68333.1;;0	39294	44042	26	29	3	3	96.15
NW_68333.1;;0	49702	53222	26	22	4	4	100.00
NW_68333.1;;0	78026	81277	58	55	3	3	100.00
NW_68333.1;;0	94820	99406	66	68	2	2	100.00
NW_68333.1;;0	129103	129792	43	43	2	2	100.00
NW_68334.1;;0	6984	11031	60	58	2	2	100.00
NW_68334.1;;0	17933	19873	27	27	2	2	85.71
NW_68334.1;;0	35102	39579	26	24	2	2	100.00
NW_68334.1;;0	45765	45923	68	73	2	2	86.11
NW_68334.1;;0	51909	52900	72	70	2	2	100.00
NW_68334.1;;0	71263	71401	133	136	3	3	98.52
NW_68334.1;;0	80572	82846	51	48	2	2	98.00
NW_68334.1;;0	105421	107477	59	56	3	3	100.00
NW_68334.1;;0	114178	116025	47	44	3	3	100.00
NW_68334.1;;0	151664	156069	22	20	3	3	100.00
NW_68334.1;;0	163106	165570	30	34	4	4	100.00
NW_68334.1;;0	234934	239020	21	18	3	3	100.00
NW_68334.1;;0	260944	263348	59	58	2	2	98.28
NW_68334.1;;0	271475	272348	23	23	2	2	95.65
NW_68334.1;;0	273395	275918	56	58	2	2	82.46
NW_68334.1;;0	305381	306659	23	21	2	2	100.00
NW_68334.1;;0	318581	320889	38	35	2	2	100.00
NW_68334.1;;0	330713	333487	23	22	2	2	100.00
NW_68334.1;;0	337859	340431	40	48	2	2	86.36
NW_68334.1;;0	342286	344757	29	29	2	2	100.00
NW_68334.1;;0	432347	434690	60	59	2	2	100.00
NW_68334.1;;0	452994	457588	79	82	2	2	95.06
NW_68334.1;;0	460877	465092	103	101	2	2	86.27
NW_68334.1;;0	470622	475533	22	23	2	2	100.00
NW_68334.1;;0	503493	504152	65	64	2	2	98.44
NW_68335.1;;0	18270	18629	39	36	5	5	100.00
NW_68335.1;;0	46583	49931	22	17	5	5	100.00
NW_68335.1;;0	116893	120601	29	30	3	3	100.00
NW_68335.1;;0	176571	176646	24	28	2	2	100.00
NW_68335.1;;0	200555	200846	49	47	4	4	100.00
NW_68335.1;;0	224754	228094	28	27	3	3	96.30
NW_68335.1;;0	243976	244127	146	147	3	3	95.89
NW_68335.1;;0	252533	256108	23	23	7	7	100.00
NW_68335.1;;0	259270	259591	54	52	3	3	98.15
NW_68335.1;;0	289334	291806	74	72	2	2	100.00
NW_68335.1;;0	336675	337027	32	35	2	2	100.00
NW_68335.1;;0	342696	344999	99	99	2	2	95.92
NW_68335.1;;0	350739	353528	54	52	2	2	100.00
NW_68335.1;;0	369364	374097	35	33	2	2	100.00
NW_68335.1;;0	386599	388636	120	124	2	2	89.08
NW_68335.1;;0	389770	394687	86	86	2	2	97.70
NW_68335.1;;0	402990	403175	55	57	2	2	82.14
NW_68335.1;;0	408722	408847	118	122	4	4	98.35
NW_68335.1;;0	414104	416364	146	145	2	2	97.93
NW_68335.1;;0	443487	443699	211	211	2	2	99.06
NW_68335.1;;0	455584	455865	26	18	8	8	100.00
NW_68335.1;;0	483486	484710	34	43	2	2	87.88
NW_68335.1;;0	485053	485594	78	71	2	2	80.52
NW_68335.1;;0	486715	488164	44	43	2	2	97.73
NW_68335.1;;0	499490	499582	87	90	3	3	97.75
NW_68335.1;;0	530508	533895	21	15	6	6	100.00
NW_68335.1;;0	548599	551178	34	32	2	2	100.00
NW_68336.1;;0	5043	5213	165	168	3	3	98.80
NW_68336.1;;0	28874	33309	28	31	2	2	100.00
NW_68336.1;;0	48453	49236	129	128	2	2	92.97
NW_68336.1;;0	51514	52059	31	29	4	4	96.67
NW_68336.1;;0	57932	58389	35	26	9	9	100.00
NW_68336.1;;0	96972	99755	95	105	2	2	95.92
NW_68336.1;;0	115366	117856	27	25	2	2	100.00
NW_68336.1;;0	123799	125540	179	183	2	2	81.82
NW_68336.1;;0	138117	141523	21	31	2	2	100.00
NW_68336.1;;0	163629	164706	46	42	2	2	89.36
NW_68336.1;;0	179693	179985	59	53	7	7	96.61
NW_68336.1;;0	188219	190370	54	52	2	2	100.00
NW_68336.1;;0	212886	215468	23	32	2	2	100.00
NW_68336.1;;0	225763	229680	92	90	2	2	96.70
NW_68336.1;;0	235749	235811	61	61	2	2	96.77
NW_68336.1;;0	254035	255840	20	24	2	2	100.00
NW_68336.1;;0	296095	297945	30	29	2	2	86.67
NW_68336.1;;0	310429	314458	20	22	2	2	95.00
NW_68336.1;;0	322821	323226	403	407	2	2	88.45
NW_68336.1;;0	331362	331958	73	71	2	2	95.83
NW_68336.1;;0	334000	334419	24	23	2	2	100.00
NW_68336.1;;0	341597	341989	104	103	2	2	100.00
NW_68336.1;;0	351917	356421	59	57	4	4	98.28
NW_68336.1;;0	360258	363566	20	25	2	2	100.00
NW_68336.1;;0	368872	369325	105	102	2	2	98.08
NW_68336.1;;0	373198	377294	50	45	5	5	100.00
NW_68336.1;;0	419588	421096	69	71	2	2	100.00
NW_68336.1;;0	475793	475903	109	109	2	2	98.18
NW_68336.1;;0	509632	509960	24	18	6	6	100.00
NW_68336.1;;0	536780	538724	46	42	4	4	100.00
NW_68336.1;;0	577673	580755	46	44	2	2	100.00
